,text_id,text,task_1,task_2,task_3,clean_tweets,label
4061,hasoc_en_4062,"@MarylynnTully @LawWorksAction Wtf is so funny, bot? #FuckTrump",NOT,NONE,NONE,"wtf is so funny, bot? #fucktrump",0
4062,hasoc_en_4063,"@realDonaldTrump @MarshaBlackburn Oh goodie, another Republican who doesn’t give a sh!t about the law.    #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor",NOT,NONE,NONE,"oh goodie, anoth republican who doesn’t give a sh!t about the law. #locktrumpup #impeachmentinquirynow #impeachtrump #impeachbarr #impeachmnuchin #trumpisatraitor",0
4063,hasoc_en_4064,Theresa May threatens to block Brexit No Deal as friends say she voted for Remainer Rory Stewart in Tory contest   https://t.co/n9cRi1pXln   #BorisJohnsonShouldNotBePM   #PutItToThePeople #SummerOfResistance #StopBrexit,NOT,NONE,NONE,theresa may threaten to block brexit no deal as friend say she vote for remain rori stewart in tori contest #borisjohnsonshouldnotbepm #putittothepeopl #summerofresist #stopbrexit,0
4064,hasoc_en_4065,@DanScavino @realDonaldTrump Life in GITMO for traitor Trump and all the GOP co-conspirators!  #TrumpIsANationalSecurityThreat   #TrumpIsATraitor   #GOPComplicitTraitors   #GOPCoverUp   #GITMO4U   #GOPTreason https://t.co/N6pRLJ7Kai,HOF,OFFN,TIN,life in gitmo for traitor trump and all the gop co-conspirators! #trumpisanationalsecuritythreat #trumpisatraitor #gopcomplicittraitor #gopcoverup #gitmo4u #goptreason,3
4065,hasoc_en_4066,"@realleadelaria @realDonaldTrump Pure poetry Lea, it's the way you sum him up in one hashtag - #illiteratefuck - has a certain ring, I love it. #TrumpIsATraitor",HOF,PRFN,TIN,"pure poetri lea, it' the way you sum him up in one hashtag - #illiteratefuck - ha a certain ring, i love it. #trumpisatraitor",4
4066,hasoc_en_4067,@realDonaldTrump Trump has one objective.  To stay out of jail for his crimes!  #TrumpIsATraitor #TrumpIsACriminal https://t.co/A2ghCDeAjv,NOT,NONE,NONE,trump ha one objective. to stay out of jail for hi crimes! #trumpisatraitor #trumpisacrimin,0
4067,hasoc_en_4068,Prominent Cong &amp; JDS leaders names have figured in both Wakf Property encroachment scandal &amp;  #IMAfraud worth thosaunds of Crores.      The so called watch dogs of Secularism brazenly looting Poor Muslims life time investment through various dubious ways.  https://t.co/suoFu2tcTh,NOT,NONE,NONE,promin cong &amp; jd leader name have figur in both wakf properti encroach scandal &amp; #imafraud worth thosaund of crores. the so call watch dog of secular brazenli loot poor muslim life time invest through variou dubiou ways.,0
4068,hasoc_en_4069,Am I the only one who's observing that none of England's matches are being abandoned due to rain? Planned locations selected?   Well played England. Just because you couldn't win it in a legitimate way...   #ShameOnICC #WorldCup2019 #WC2019 #wc2019withtimes,NOT,NONE,NONE,am i the onli one who' observ that none of england' match are be abandon due to rain? plan locat selected? well play england. just becaus you couldn't win it in a legitim way... #shameonicc #worldcup2019 #wc2019 #wc2019withtim,0
4069,hasoc_en_4070,@ICC   Idiot Cricket Council  -  Did you plan the ICC Cricket World Cup assuming it will be played in Dubai  ?  #ICCCricketWorldCup #ICCWorldCup #icc #RainStopsMatch #ShameOnICC #CWC2019 #ICCRainCup2019 #ICCCricketWorldCup2019 @republic_sports @timesofindia #IdiotCricketCouncil,HOF,PRFN,TIN,idiot cricket council - did you plan the icc cricket world cup assum it will be play in dubai ? #icccricketworldcup #iccworldcup #icc #rainstopsmatch #shameonicc #cwc2019 #iccraincup2019 #icccricketworldcup2019 #idiotcricketcouncil,4
4070,hasoc_en_4071,Worst world cup tournament...worst management..... #ShameOnICC,NOT,NONE,NONE,worst world cup tournament...worst management..... #shameonicc,0
4071,hasoc_en_4072,Offering Namaz by Pak in the ground allowed     Balidaan Badge by MSD is not allowed?    We Stand by MS Dhoni 🇮🇳   @cricketworldcup @BCCI      Shame on You @ICC     #ProudIndian  #DhoniKeepsTheGlove,NOT,NONE,NONE,offer namaz by pak in the ground allow balidaan badg by msd is not allowed? we stand by ms dhoni 🇮🇳 shame on you #proudindian #dhonikeepstheglov,0
4072,hasoc_en_4073,"@MartinHeinrich #TrumpIsATraitor   Trump brags about his illegal activity. He is an ignorant, cruel, fool. No news there. What is amazing, is how many people defend him, and do not see the danger in his talk and actions.",HOF,PRFN,TIN,"#trumpisatraitor trump brag about hi illeg activity. he is an ignorant, cruel, fool. no news there. what is amazing, is how mani peopl defend him, and do not see the danger in hi talk and actions.",4
4073,hasoc_en_4074,#DoctorsFightBack  @MamataOfficial playing dangerous card game as divide n rule strategy.   During Communist rule - Women card.   During election n festivals - Religion card.   Now Doctors protest - Language card.   MEME-ta BAN-HER-jee herself seen as JOKER (Victim card)   #SaveBengal,HOF,OFFN,TIN,#doctorsfightback play danger card game as divid n rule strategy. dure communist rule - women card. dure elect n festiv - religion card. now doctor protest - languag card. meme-ta ban-her-je herself seen as joker (victim card) #savebeng,3
4074,hasoc_en_4075,"@DungeonDining You've been a #douchebag all day, I'll be taking great pleasure in muting your ass.",HOF,PRFN,TIN,"you'v been a #douchebag all day, i'll be take great pleasur in mute your ass.",4
4075,hasoc_en_4076,"EVERYTIME that imbecile leaves the US on a foreign visit my stomach turns because I know that to a great many around the world he is who America is. Such an embarrassing, oafish, obnoxious shitstain. #FuckTrump @realDonaldTrump #SorryUnitedKingdom  https://t.co/wcWAccBeSm",HOF,PRFN,TIN,"everytim that imbecil leav the us on a foreign visit my stomach turn becaus i know that to a great mani around the world he is who america is. such an embarrassing, oafish, obnoxi shitstain. #fucktrump #sorryunitedkingdom",4
4076,hasoc_en_4077,"Hey, Jack.  Yoohoo, yes you, J€rk Off!!  What's with #ChaoChow's connections, eh?  You two'se skimmin' are ya?  Like you takin' #US as your personal cash machine?  Is that it, #douchebag?  #KochBrothers got a ring in your nose?? https://t.co/IDBPOXRmLw https://t.co/M00c8heKNa",HOF,PRFN,TIN,"hey, jack. yoohoo, ye you, j€rk off!! what' with #chaochow' connections, eh? you two's skimmin' are ya? like you takin' #u as your person cash machine? is that it, #douchebag? #kochbroth got a ring in your nose??",4
4077,hasoc_en_4078,"Bring Donald to justice. He raped this woman, when she was 13. He's a serial long time #Rapist. https://t.co/kjDUASDDVW",NOT,NONE,NONE,"bring donald to justice. he rape thi woman, when she wa 13. he' a serial long time #rapist.",0
4078,hasoc_en_4079,@maggieNYT @jaketapper Trump is a pathological liar..  He thinks most Americans are stupid SMH..  #LiarInChief #ConMan #DoucheBag #ImpeachTrump #Resist https://t.co/VjkNazZk61,HOF,OFFN,TIN,trump is a patholog liar.. he think most american are stupid smh.. #liarinchief #conman #douchebag #impeachtrump #resist,3
4079,hasoc_en_4080,@atrupar Pompeo is the ultimate sycophantic toad. #MikePompeo #TrumpIsATraitor,HOF,OFFN,TIN,pompeo is the ultim sycophant toad. #mikepompeo #trumpisatraitor,3
4080,hasoc_en_4081,"Agreed! @realdonaldtrump is, indeed, the shit pit this country does not need! #ImpeachTrumpNow #TrumpIsATraitor #TrumpIsADisgrace https://t.co/MHI4SKHQQo",HOF,OFFN,TIN,"agreed! is, indeed, the shit pit thi countri doe not need! #impeachtrumpnow #trumpisatraitor #trumpisadisgrac",3
4081,hasoc_en_4082,"@realDonaldTrump Luckily, U.S. intel agencies do not trust #FakePresident. I hope our allies are recognizing the danger of trusting anything this corrupt administration says or does.  #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople",NOT,NONE,NONE,"luckily, u.s. intel agenc do not trust #fakepresident. i hope our alli are recogn the danger of trust anyth thi corrupt administr say or does. #trumpisatraitor #trumpistheenemyofthepeopl",0
4082,hasoc_en_4083,Double standard of icc  #DhoniKeepTheGlove   #nationsiswithdhoni  #shameonicc https://t.co/lPFC9xWEOg,NOT,NONE,NONE,doubl standard of icc #dhonikeeptheglov #nationsiswithdhoni #shameonicc,0
4083,hasoc_en_4084,"@pam_brundige @PatriciaRGilbr1 @beerluvr2 @TheUnicorn999 @Heather4enviro1 @sbuchbinder @Mathsgeist @mnelson64 @NoFascismMarch @Orvidageri5 @pseudosudio @ryconsean @Alan_in_NC @lalaboo62 @gr8fulgirl24 @LillianVikingDK @eztempo Wonderful! I'm always happy to follow more people working for the Resistence.   Please take a look at my timeline and if you like what you see follow back.   Be warned,  I shout #FUCKTRUMP a lot.   I really hate that diseased orange anal polyp.",NOT,NONE,NONE,"wonderful! i'm alway happi to follow more peopl work for the resistence. pleas take a look at my timelin and if you like what you see follow back. be warned, i shout #fucktrump a lot. i realli hate that diseas orang anal polyp.",0
4084,hasoc_en_4085,@realDonaldTrump Clinton got the majority vote. You got Russian help #TrumpIsATraitor #JohnMCainDay,NOT,NONE,NONE,clinton got the major vote. you got russian help #trumpisatraitor #johnmcainday,0
4085,hasoc_en_4086,Wouldn’t put it past him! The lies are endless! #Trump #TrumpMustResign #TrumpIsATraitor #Trump2020 #Fascism https://t.co/MbNDmH8LYq,NOT,NONE,NONE,wouldn’t put it past him! the lie are endless! #trump #trumpmustresign #trumpisatraitor #trump2020 #fascism,0
4086,hasoc_en_4087,@realDonaldTrump @OANN Another lie by the Liar in Chief #TrumpIsATraitor #TrumpIsALiar #TrumpCrimeFamily,NOT,NONE,NONE,anoth lie by the liar in chief #trumpisatraitor #trumpisaliar #trumpcrimefamili,0
4087,hasoc_en_4088,#ShameOnICC   Wonder no rain on @ECB_cricket match !  Will rain decide the finalist of @cricketworldcup ?  @ICC stop ur nonsense.  @BCCI boycott,NOT,NONE,NONE,#shameonicc wonder no rain on match ! will rain decid the finalist of ? stop ur nonsense. boycott,0
4088,hasoc_en_4089,@Morning_Joe @morningmika When you say white working class that voted for trump... You mean them white #racist!!! Yall can make excuses for them racist &amp; #rapist but we know the truth bout them. @HardballChris @hardball #MondayMotivation #mondaythoughts,HOF,HATE,UNT,when you say white work class that vote for trump... you mean them white #racist!!! yall can make excus for them racist &amp; #rapist but we know the truth bout them. #mondaymotiv #mondaythought,2
4089,hasoc_en_4090,"@RepMarkMeadows You obviously haven't read the report, what does Putin have on all of you, that you're willing to sell yourself and country. #TrumpsWorseThanNixon #ReadTheMuellerReport #FuckTrump",NOT,NONE,NONE,"you obvious haven't read the report, what doe putin have on all of you, that you'r will to sell yourself and country. #trumpsworsethannixon #readthemuellerreport #fucktrump",0
4090,hasoc_en_4091,When @realDonaldTrump speaks I just naturally cringe #trump #fucktrump #cringe,NOT,NONE,NONE,when speak i just natur cring #trump #fucktrump #cring,0
4091,hasoc_en_4092,The dictatorial and #IGNORANT nature nature of this #POTUS45 #trump is a #discrace !  #TrumpCrimeSyndicate  #TrumpIsATraitor  Trump Ordered Dramatic Cuts To Expert Science Panels https://t.co/UnNQ6YqU3f via @dvergano,NOT,NONE,NONE,the dictatori and #ignor natur natur of thi #potus45 #trump is a #discrac ! #trumpcrimesynd #trumpisatraitor trump order dramat cut to expert scienc panel via,0
4092,hasoc_en_4093,Men's Unisex Anti Trump AF T-Shirt in Extended Sizes - Small up to 5x https://t.co/cCONVvIIWf  #fucktrump #antitrump #votebluenomatterwho https://t.co/yulXdMQnkF,NOT,NONE,NONE,men' unisex anti trump af t-shirt in extend size - small up to 5x #fucktrump #antitrump #votebluenomatterwho,0
4093,hasoc_en_4094,Unethical approach and pathetic management bu ICC nd ECB everywhere it's raining 8n England but ICC is sleeping and destroying 1 f the biggest cricketing tournament #ShameOnICC,NOT,NONE,NONE,uneth approach and pathet manag bu icc nd ecb everywher it' rain 8n england but icc is sleep and destroy 1 f the biggest cricket tournament #shameonicc,0
4094,hasoc_en_4095,"Trump probably didn’t tell McGahn literally to  fire Mueller.  He would have given the code word that he wanted it done, or speak to someone else about doing it - the typical MAFIA way. Just as bad.   #TrumpIsATraitor #TrumpsWorseThanNixon #TrumpMustResign #McGahn",NOT,NONE,NONE,"trump probabl didn’t tell mcgahn liter to fire mueller. he would have given the code word that he want it done, or speak to someon els about do it - the typic mafia way. just as bad. #trumpisatraitor #trumpsworsethannixon #trumpmustresign #mcgahn",0
4095,hasoc_en_4096,Save the saviour #Savethedoctors   #SaveBengal   #DoctorsFightBack https://t.co/vRtTvRw7WH,HOF,HATE,TIN,save the saviour #savethedoctor #savebeng #doctorsfightback,2
4096,hasoc_en_4097,@MSNBC #putin rejoices in the Trump presidency and all those who unquestioningly follow him. #TrumpIsATraitor #PutinsMitch,HOF,HATE,TIN,#putin rejoic in the trump presid and all those who unquestioningli follow him. #trumpisatraitor #putinsmitch,2
4097,hasoc_en_4098,"@ICC #ShameOnICC #CWC19 #ICC , hutterflop hosting,  worest world cup ever seen,",HOF,HATE,TIN,"#shameonicc #cwc19 #icc , hutterflop hosting, worest world cup ever seen,",2
4098,hasoc_en_4099,Where was @ICC when this brute display of religion was going on in playground? Has they got circumcised? #IndiaWithDhoni   #DhoniKeepsTheGlove   #BalidaanBadge https://t.co/MG7HnZQZSx,HOF,HATE,TIN,where wa when thi brute display of religion wa go on in playground? ha they got circumcised? #indiawithdhoni #dhonikeepstheglov #balidaanbadg,2
4099,hasoc_en_4100,@Franklin_Graham @POTUS @realDonaldTrump This portrait is more true-to-life. #FuckTrump https://t.co/DPiHYxSyi7,HOF,HATE,TIN,thi portrait is more true-to-life. #fucktrump,2
4100,hasoc_en_4101,@haaohaoo @nowthisnews this was a police officer?!😱 &amp; this is his side job?! this kind of shit is a direct line to trump.he has fukd this whole world up. im sure it brings him pleasure to know he is as  infamous as Hitler.. finally! something hes good at.. HATE  #FuckTrump,HOF,HATE,TIN,thi wa a polic officer?!😱 &amp; thi is hi side job?! thi kind of shit is a direct line to trump.h ha fukd thi whole world up. im sure it bring him pleasur to know he is as infam as hitler.. finally! someth he good at.. hate #fucktrump,2
4101,hasoc_en_4102,"Can I just say that should I ever run for any sort of office (elected or otherwise), I currently have 1 wife, 3 children, 2 cats and 2 tortoises #BorisJohnsonShouldNotBePM",HOF,HATE,TIN,"can i just say that should i ever run for ani sort of offic (elect or otherwise), i current have 1 wife, 3 children, 2 cat and 2 tortois #borisjohnsonshouldnotbepm",2
4102,hasoc_en_4103,Boris knew what he was doing avoiding this debate.  Boris knew he would have been exposed and humiliated!    Boris knows.   Boris base knows.  Boris's financiers KNOW!    Boris will avoid all these debates and outings.    Why?    Boris wants a NO DEAL Brexit!  #BorisJohnsonShouldNotBePM https://t.co/zEeYKHHxCb,HOF,HATE,TIN,bori knew what he wa do avoid thi debate. bori knew he would have been expos and humiliated! bori knows. bori base knows. boris' financi know! bori will avoid all these debat and outings. why? bori want a no deal brexit! #borisjohnsonshouldnotbepm,2
4103,hasoc_en_4104,How she is relating the doctors security issue with political issue.. i guess she wants to make it political...🙄  #DoctorsFightBack   #DidiVsDoctors #doctorsstrike https://t.co/fXYr0ihP69,HOF,HATE,TIN,how she is relat the doctor secur issu with polit issue.. i guess she want to make it political...🙄 #doctorsfightback #didivsdoctor #doctorsstrik,2
4104,hasoc_en_4105,@PointlessBrexit @JohnnyMercerUK #BorisJohnsonShouldNotBePM is a bare faced liar. That all you need to know. Should not even be on the ballot. Shame on you shame on your party,HOF,HATE,TIN,#borisjohnsonshouldnotbepm is a bare face liar. that all you need to know. should not even be on the ballot. shame on you shame on your parti,2
4105,hasoc_en_4106,Retweet this forever. #TrumpRussia #TrumpIsACrook #TrumpRussia #TrumpIsATraitor https://t.co/15NxEvoKcd,HOF,HATE,TIN,retweet thi forever. #trumprussia #trumpisacrook #trumprussia #trumpisatraitor,2
4106,hasoc_en_4107,"BJP workers being lynched,CBI officials heckled,PM&amp;Amit Shah rallies not allowed,Durga Puja not allowed,Jai Sri Ram banned,abusing the PM in the worst possible way,today she cares two hoots for her citizens health.#DoctorsFightBack What else is required to impose president rule?",HOF,HATE,TIN,"bjp worker be lynched,cbi offici heckled,pm&amp;amit shah ralli not allowed,durga puja not allowed,jai sri ram banned,abus the pm in the worst possibl way,today she care two hoot for her citizen health.#doctorsfightback what els is requir to impos presid rule?",2
4107,hasoc_en_4108,"Wasn't Nixon guilty of 'opposition research', I mean along with everything else?  #FuckTrump #ImpeachTrump #ImpeachTheMF #ImpeachTrumpNow #ImpeachTheMF",HOF,HATE,TIN,"wasn't nixon guilti of 'opposit research', i mean along with everyth else? #fucktrump #impeachtrump #impeachthemf #impeachtrumpnow #impeachthemf",2
4108,hasoc_en_4109,Channel 4 leaves EMPTY PODIUM for Boris Johnson as MP snubs TV leadership debate https://t.co/EDzheV9eXp   #borisdoesnotrepresentme #BorisJohnsonShouldNotBePM #chicken #leadership #ToryDrugOff #BritainsNextPM #Brexit https://t.co/e2ucgbq8rx,HOF,HATE,TIN,channel 4 leav empti podium for bori johnson as mp snub tv leadership debat #borisdoesnotrepresentm #borisjohnsonshouldnotbepm #chicken #leadership #torydrugoff #britainsnextpm #brexit,2
4109,hasoc_en_4110,"#DoctorsFightBack  Shame on @drharshvardhan. On such a serious issue he is just sending a letter for solution. If you can't do anything, then have we elected you?  We need a Central Protection Act for Doctors with proper enforcement.    We need Central Action now. Prove your worth.",HOF,HATE,TIN,"#doctorsfightback shame on . on such a seriou issu he is just send a letter for solution. if you can't do anything, then have we elect you? we need a central protect act for doctor with proper enforcement. we need central action now. prove your worth.",2
4110,hasoc_en_4111,You're the one who's bad for this country. You can't be trusted!  #TrumpIsATraitor https://t.co/oQprgYesyY,HOF,HATE,TIN,you'r the one who' bad for thi country. you can't be trusted! #trumpisatraitor,2
4111,hasoc_en_4112,@senatemajldr you sir are a #DoucheBag  https://t.co/qO0F4lYMBI,HOF,HATE,TIN,you sir are a #douchebag,2
4112,hasoc_en_4113,Calling top country for cricket ground themselves  But compare the covering th ground with indian grounds  #ShameOnICC @imVkohli @ICC @BCCI https://t.co/euQjZQ2Ya4,HOF,HATE,TIN,call top countri for cricket ground themselv but compar the cover th ground with indian ground #shameonicc,2
4113,hasoc_en_4114,#Trump #TrumpIsATraitor #ImpeachTrumpNow @realDonaldTrump  #TrumpLiesMatter #TrumpLies #TrumpRussia    Mitch McConnell’s Ties to Russian Oil Money – The Democratic Coalition – Medium https://t.co/cP8aNiSKQQ,HOF,HATE,TIN,#trump #trumpisatraitor #impeachtrumpnow #trumpliesmatt #trumpli #trumprussia mitch mcconnell’ tie to russian oil money – the democrat coalit – medium,2
4114,hasoc_en_4115,"@NoRemainNoGain The same people would want Johnson as PM. One message: get us out of the EU. They don't mind racists, liars, misogynists, tax cuts, xenophobes etc. because that's what they believe in too.   Johnson/ Farage is brexit on any terms for these voters.     #BorisJohnsonShouldNotBePM",HOF,HATE,TIN,"the same peopl would want johnson as pm. one message: get us out of the eu. they don't mind racists, liars, misogynists, tax cuts, xenophob etc. becaus that' what they believ in too. johnson/ farag is brexit on ani term for these voters. #borisjohnsonshouldnotbepm",2
4115,hasoc_en_4116,"@realDonaldTrump @foxandfriends You will get **NO FUCKING WALL**, Donny. Period. End of Story. If our Treasury, which you and your Crime Syndicate have so diligently raped and pillaged, can scrape together $7 Billion there are FAR more important things to spend it on. #FuckTrump #ResistFascism #FightXenophobia https://t.co/poMUcBil9d",HOF,PRFN,TIN,"you will get **no fuck wall**, donny. period. end of story. if our treasury, which you and your crime syndic have so dilig rape and pillaged, can scrape togeth $7 billion there are far more import thing to spend it on. #fucktrump #resistfasc #fightxenophobia",4
4116,hasoc_en_4117,@PTIofficial Resources.. You do not have funds to run the country.. Tell our PM to take a bowl with himself in further meetings.. May he will get few penny..   #imranhataomulkbachao #pakistanterrioristnation,HOF,HATE,TIN,resources.. you do not have fund to run the country.. tell our pm to take a bowl with himself in further meetings.. may he will get few penny.. #imranhataomulkbachao #pakistanterrioristn,2
4117,hasoc_en_4118,"See? Once you've established yourself as a #liar and a thief, it's hard to get others to believe you.     #TrumpIsADisgrace #TrumpLies #TrumpIsATraitor #PutinsPuppet #UnfitToBePresident #Iran  #Pompeo   https://t.co/65wQ8kj48r",HOF,HATE,TIN,"see? onc you'v establish yourself as a #liar and a thief, it' hard to get other to believ you. #trumpisadisgrac #trumpli #trumpisatraitor #putinspuppet #unfittobepresid #iran #pompeo",2
4118,hasoc_en_4119,@ICC please change the cup design as below for the 2019 edition #ShameOnICC #Shame #CWC19 #CWC2019 #CWC #CricketKaCrown https://t.co/TI3BwxC8g4,HOF,HATE,TIN,pleas chang the cup design as below for the 2019 edit #shameonicc #shame #cwc19 #cwc2019 #cwc #cricketkacrown,2
4119,hasoc_en_4120,"Hi Indians 👋  Will Mr. Dhoni today use controversial gloves being a patriot which are banned by ICC ???  If Your Answer is No, than start strike in india and force Modi and BCCI to stop Indian team to Play WC.    #CWC19   #INDvAUS   #DhoniVsICC   #DhoniKeepsTheGlove   #IndiaWithDhoni",HOF,HATE,TIN,"hi indian 👋 will mr. dhoni today use controversi glove be a patriot which are ban by icc ??? if your answer is no, than start strike in india and forc modi and bcci to stop indian team to play wc. #cwc19 #indvau #dhonivsicc #dhonikeepstheglov #indiawithdhoni",2
4120,hasoc_en_4121,Caption Needed.   #ImranKhanPrimeMinister #imrangoldsmith #imranhataomulkbachao https://t.co/J1OqUERp0C,HOF,HATE,TIN,caption needed. #imrankhanprimeminist #imrangoldsmith #imranhataomulkbachao,2
4121,hasoc_en_4122,With no doubt this is a total insane and illiterate behavior.     https://t.co/OReHVIt9hZ    #imranhataomulkbachao #ShanghaiCooperationOrganisation,HOF,HATE,TIN,with no doubt thi is a total insan and illiter behavior. #imranhataomulkbachao #shanghaicooperationorganis,2
4122,hasoc_en_4123,@Eleven_Films lol #OJSimpson 'has a little getting even to do'    thankfully knife blades can't penetrate my twitter account    #murderer,HOF,OFFN,TIN,lol #ojsimpson 'ha a littl get even to do' thank knife blade can't penetr my twitter account #murder,3
4123,hasoc_en_4124,"#IMAFraud #IMAJewels   Karnataka govt published notification on English and Kannada news dailies in 2018-Nov itself.  But #madrsaChap ROP people cannot read except Urdu , right? https://t.co/uMoJygXmyS",HOF,HATE,TIN,"#imafraud #imajewel karnataka govt publish notif on english and kannada news daili in 2018-nov itself. but #madrsachap rop peopl cannot read except urdu , right?",2
4124,hasoc_en_4125,Icc high on weed #ShameOnICC @ICC @cricketworldcup https://t.co/Xn1gBsPQ4X https://t.co/Tg7A2qxNzH,HOF,HATE,TIN,icc high on weed #shameonicc,2
4125,hasoc_en_4126,East Turkestan In 50 Seconds  https://t.co/GH1hIkbxOO  #Uyghur #FreeUyghur #EastTurkistan #China #StopChina #BoycottChina #Genocide #ウイグル #RT,HOF,OFFN,TIN,east turkestan in 50 second #uyghur #freeuyghur #eastturkistan #china #stopchina #boycottchina #genocid #ウイグル #rt,3
4126,hasoc_en_4127,@realDonaldTrump Good build a wall around Arkansas! #FuckTrump #FuckSarahHuckabee,HOF,HATE,TIN,good build a wall around arkansas! #fucktrump #fucksarahhuckabe,2
4127,hasoc_en_4128,@crusader120 @MrTreso @KevinMcCluskie1 @DavidDolak @emgergo @Charlie_Barca @GuberPetya @DjGabyG @A11Aron @TMortimerFtbl @elizabeth_paal @balogh_tommy @lilakgillsbhoy @aspiring_bear @puskas_akademia WTF has he sent Rossi off for? #Dickhead,HOF,PRFN,UNT,wtf ha he sent rossi off for? #dickhead,4
4128,hasoc_en_4129,The Raptor fan waving bye at Durant when he went down is what is wrong with sports fans. #Douchebag #NBAFinals2019,HOF,PRFN,UNT,the raptor fan wave bye at durant when he went down is what is wrong with sport fans. #douchebag #nbafinals2019,4
4129,hasoc_en_4130,#ShameOnICC u have so much time to inspect players gloves but failed to checked weather before organising big cricket event like #WorldCup2019,HOF,HATE,TIN,#shameonicc u have so much time to inspect player glove but fail to check weather befor organis big cricket event like #worldcup2019,2
4130,hasoc_en_4131,@bhogleharsha @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/CuYUiOjW4j,HOF,HATE,TIN,can see badg but doesn't see the ground wa not covered. most develop countri in 🌏 and call 🏏 as the nation sport yet can't do anyth for the biggest tournament. learn someth from #edengarden #shameonicc #worldcup2019 #iccraincup2019 #cricketkacrown,2
4131,hasoc_en_4132,People having terrorism in their DNA should not open their mouth to raise question on patriotism of MSD. @cricketworldcup @ICC @msdhoni @BCCI #DhoniKeepsTheGlove #DhoniKeepTheGlove,HOF,HATE,UNT,peopl have terror in their dna should not open their mouth to rais question on patriot of msd. #dhonikeepstheglov #dhonikeeptheglov,2
4132,hasoc_en_4133,The curse of Imran   Bloody swine !    #Pakistan   #پی_ٹی_آئی_لائی_معاشی_بدحالی   #imranhataomulkbachao https://t.co/MzeOBnQaU2,HOF,PRFN,TIN,the curs of imran bloodi swine ! #pakistan #پی_ٹی_آئی_لائی_معاشی_بدحالی #imranhataomulkbachao,4
4133,hasoc_en_4134,"@kesar_akankasha #CongressMuktBharat is fine bt the irony is tht it is still the single largest party in oppositn wth most seats aftr BJP.  Also, all othr Non-NDA parties too endorsing fake #HinduPhobia  At present, one cant hink on anythng evn close to an entity called as Credible Opposition.",HOF,HATE,TIN,"#congressmuktbharat is fine bt the ironi is tht it is still the singl largest parti in oppositn wth most seat aftr bjp. also, all othr non-nda parti too endors fake #hinduphobia at present, one cant hink on anythng evn close to an entiti call as credibl opposition.",2
4134,hasoc_en_4135,"Is it just me, or have others acted in good conscience by blocking O.J. Simpson?  #MURDERER #scumbag",HOF,PRFN,TIN,"is it just me, or have other act in good conscienc by block o.j. simpson? #murder #scumbag",4
4135,hasoc_en_4136,"Been putting off writing an e-mail since 8 this morning.  Don’t know why, it’s not like it could make me a lot of money or anything?  #Dickhead",HOF,PRFN,UNT,"been put off write an e-mail sinc 8 thi morning. don’t know why, it’ not like it could make me a lot of money or anything? #dickhead",4
4136,hasoc_en_4137,This never gets old. Fuck you you tired sick piece of shit LOSER #FUCKTRUMP https://t.co/dmhBU2T0i8,HOF,PRFN,UNT,thi never get old. fuck you you tire sick piec of shit loser #fucktrump,4
4137,hasoc_en_4138,"Don't forget!!!!! Donald Trump mocked and HATED George H.W. Bush, and 100% GLAD for his death. We must IMPEACH and LOCK up all Trumps to preserve the sanity of AMERICA!!!!   #NeverTrump  #FUCKTRUMP  #VOTEblue",HOF,OFFN,TIN,"don't forget!!!!! donald trump mock and hate georg h.w. bush, and 100% glad for hi death. we must impeach and lock up all trump to preserv the saniti of america!!!! #nevertrump #fucktrump #voteblu",3
4138,hasoc_en_4139,"@TheRealOJ32 This POS needs to lose his cocky, self assured, fake smile. He is the murderer of 2 people, and, a convicted felon. How sickening to see his smarmy lounge act yet again. #murderer",HOF,OFFN,TIN,"thi po need to lose hi cocky, self assured, fake smile. he is the murder of 2 people, and, a convict felon. how sicken to see hi smarmi loung act yet again. #murder",3
4139,hasoc_en_4140,@SirJadeja Look @ d sun ☀ shine during #ENGvsWI  Match. It's a total conspiracy against all other team.  #England choose their venue where #Rain chances r Zero. How come eng never faced Rain?  CBI shud intervene n investigate against #ICCCricketWorldCup2019  #ShameOnICC😡😡😡,HOF,HATE,TIN,look @ d sun ☀ shine dure #engvswi match. it' a total conspiraci against all other team. #england choos their venu where #rain chanc r zero. how come eng never face rain? cbi shud interven n investig against #icccricketworldcup2019 #shameonicc😡😡😡,2
4140,hasoc_en_4141,"@realDonaldTrump Sure, the 1% would never have had their pockets bulge without #TraitorInChief around. Great job #DerangedDonald     #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor",HOF,OFFN,TIN,"sure, the 1% would never have had their pocket bulg without #traitorinchief around. great job #derangeddonald #locktrumpup #impeachmentinquirynow #impeachtrump #impeachbarr #impeachmnuchin #trumpisatraitor",3
4141,hasoc_en_4142,Happy Thursday.  #FuckTrump #ImpeachTheMF,NOT,NONE,NONE,happi thursday. #fucktrump #impeachthemf,0
